,Electricity Price,Wind Power,Solar Power,HPP Power,Curtailed Power,Battery SOC,Battery Power
8396,38.368,349.4439241596646,0.0,300.0,48.27250674459238,116.5384615384615,-1.1714174150722378
8397,37.392,348.6612447837055,0.0,300.0,47.48982736863327,117.69230769230765,-1.1714174150722378
8398,35.471,333.45147723486986,0.0,300.0,32.280059819797614,118.84615384615381,-1.171417415072238
8399,34.605,335.3780292929032,0.0,300.0,34.20661187783095,119.99999999999997,-1.1714174150722383
8400,38.026,345.0811551529794,0.0,300.0,43.90973773790718,121.15384615384613,-1.1714174150722385
8401,38.026,336.93239344510357,0.0,300.0,35.76097603003133,122.30769230769229,-1.1714174150722385
8402,38.026,344.89688445687585,0.0,300.0,43.72546704180361,123.46153846153845,-1.1714174150722387
8403,38.026,324.6137320631905,0.0,300.0,23.442314648118288,124.61538461538461,-1.1714174150722387
8404,38.026,328.51358057154187,0.0,300.0,27.342163156469628,125.76923076923076,-1.1714174150722385
8405,38.026,319.75140947703477,0.0,300.0,18.579992061962532,126.9230769230769,-1.1714174150722383
8406,38.064,336.93063513916286,0.0,300.0,35.75921772409062,128.07692307692307,-1.1714174150722385
8407,38.753,346.84970559714,0.0,300.0,45.67828818206773,129.23076923076923,-1.1714174150722387
8408,38.45,338.63274164176994,1.2116099982741042,300.0,38.672934224971826,130.3846153846154,-1.171417415072239
8409,35.256,341.4425498053419,2.8792727027225107,300.0,43.15040509299219,131.53846153846155,-1.1714174150722385
8410,35.256,258.15577644808553,3.5545387027075965,260.53889773572087,0.0,132.69230769230768,-1.1714174150722385
8411,35.256,294.0815664239783,3.1203676316012006,296.03051664050724,0.0,133.84615384615384,-1.1714174150722385
8412,36.383,307.6598586531626,1.8597222851633752,300.0,8.34816352325375,135.0,-1.1714174150722387
8413,37.51,340.043799850354,0.25809321903855637,300.0,39.13047565432028,136.15384615384616,-1.171417415072239
8414,38.326,348.21991061448716,0.0,300.0,47.04849319941492,137.30769230769232,-1.1714174150722392
8415,41.107,336.56859640909215,0.0,300.0,35.39717899401991,138.46153846153848,-1.171417415072239
8416,48.697,322.493708201832,0.0,300.0,21.322290786759783,139.6153846153846,-1.1714174150722387
8417,48.697,323.7489060025791,0.0,300.0,22.57748858750684,140.76923076923077,-1.1714174150722385
8418,48.697,332.85346992237004,0.0,300.0,31.6820525072978,141.9230769230769,-1.1714174150722387
8419,45.632,332.7579650424972,0.0,300.0,31.586547627424938,143.07692307692307,-1.1714174150722387
8420,43.048,340.7132304272374,0.0,300.0,39.54181301216518,144.23076923076923,-1.1714174150722387
8421,40.083,335.47976143929395,0.0,300.0,34.30834402422171,145.3846153846154,-1.171417415072239
8422,38.026,305.4146593315353,0.0,300.0,4.243241916463051,146.53846153846155,-1.1714174150722392
8423,38.026,324.3775006990109,0.0,300.0,23.20608328393867,147.6923076923077,-1.171417415072239
